date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type,id
17/01/2018 00:15,-1571.8,4.54,0.0,0.0,71.48,100.0,900.0,Weekday,Wednesday,,3630
17/01/2018 00:30,4.75,5.0,,0.0,68.87,100.0,,Weekday,Wednesday,Light_Load,2240
17/01/2018 00:45,4.68,4.86,0.0,0.0,69.36,100.0,2700.0,Weekday,Wednesday,Light_Load,136
17/01/2018 01:00,,4.79,0.0,0.0,,,3600.0,Weekday,Wednesday,,64
17/01/2018 01:15,4.68,4.86,0.0,,69.36,100.0,4500.0,Weekday,Wednesday,Light_Load,6968
17/01/2018 01:30,4.68,,0.0,,71.01,100.0,5400.0,,Wednesday,Light_Load,9651
17/01/2018 01:45,4.75,4.97,0.0,0.0,69.09,100.0,6300.0,Weekday,,Light_Load,6547
17/01/2018 02:00,4.68,4.93,0.0,0.0,68.85,100.0,7200.0,,Wednesday,,7231
17/01/2018 02:15,4.72,5.0,,0.0,68.65,100.0,8100.0,,Wednesday,Light_Load,6783
17/01/2018 02:30,4.72,,0.0,0.0,70.49,100.0,9000.0,,Wednesday,Light_Load,7932
,4.72,4.86,0.0,0.0,69.67,100.0,9900.0,Weekday,Wednesday,Light_Load,3004
17/01/2018 03:00,4.79,5.22,0.0,0.0,200.0,100.0,10800.0,Weekday,Wednesday,Light_Load,7765
17/01/2018 03:15,4.72,4.75,0.0,0.0,,100.0,11700.0,Weekday,Wednesday,Light_Load,8301
17/01/2018 03:30,-1571.8,4.86,0.0,,69.36,,12600.0,Weekday,Wednesday,Light_Load,8177
17/01/2018 03:45,4.68,4.82,,0.0,69.66,100.0,13500.0,Weekday,Wednesday,Light_Load,8131
17/01/2018 04:00,4.68,4.72,0.0,0.0,70.41,,14400.0,Weekday,Wednesday,,2074
17/01/2018 04:15,4.72,4.54,0.0,0.0,72.07,100.0,15300.0,Weekday,Wednesday,Light_Load,8948
17/01/2018 04:30,4.64,4.5,0.0,0.0,71.79,100.0,16200.0,Weekday,Wednesday,Light_Load,3324
17/01/2018 04:45,4.64,4.54,0.0,,,100.0,17100.0,Weekday,Wednesday,Light_Load,8427
17/01/2018 05:00,-1571.8,4.46,0.0,0.0,200.0,100.0,18000.0,Weekday,Wednesday,Light_Load,5050
17/01/2018 05:15,4.68,4.57,0.0,0.0,71.55,100.0,18900.0,Weekday,Wednesday,Light_Load,351
,4.72,4.61,0.0,0.0,71.54,100.0,19800.0,Weekday,Wednesday,Light_Load,6628
17/01/2018 05:45,4.68,4.72,0.0,0.0,70.41,100.0,20700.0,Weekday,Wednesday,Light_Load,5675
17/01/2018 06:00,4.64,4.54,0.0,0.0,71.48,100.0,21600.0,,Wednesday,Light_Load,8784
17/01/2018 06:15,4.64,4.61,0.0,0.0,70.94,100.0,22500.0,Weekday,Wednesday,Light_Load,3961
17/01/2018 06:30,4.68,4.46,0.0,0.0,72.39,100.0,23400.0,Weekday,Wednesday,Light_Load,2677
17/01/2018 06:45,,,0.0,0.0,74.66,100.0,24300.0,Weekday,Wednesday,Light_Load,6159
17/01/2018 07:00,4.36,4.0,0.0,,73.69,100.0,25200.0,Weekday,Wednesday,Light_Load,7100
17/01/2018 07:15,4.39,4.43,0.0,0.0,70.39,100.0,26100.0,Weekday,Wednesday,Light_Load,2630
17/01/2018 07:30,-1571.8,3.85,0.0,0.0,80.26,100.0,27000.0,Weekday,Wednesday,Light_Load,9107
17/01/2018 07:45,,4.54,0.0,0.0,85.17,100.0,,Weekday,Wednesday,Light_Load,1931
17/01/2018 08:00,7.24,,0.0,0.0,84.56,100.0,28800.0,Weekday,Wednesday,Light_Load,9913
17/01/2018 08:15,,42.52,0.0,0.03,79.95,100.0,29700.0,Weekday,Wednesday,Light_Load,4294
,66.78,54.25,0.0,0.03,77.62,100.0,30600.0,Weekday,Wednesday,Light_Load,1242
17/01/2018 08:45,62.75,49.18,0.0,0.03,78.71,100.0,31500.0,Weekday,Wednesday,Light_Load,7053
17/01/2018 09:00,67.46,28.66,,0.03,92.04,100.0,,Weekday,Wednesday,,1530
17/01/2018 09:15,71.6,22.75,0.0,0.03,95.3,100.0,,Weekday,Wednesday,Medium_Load,7381
,82.84,32.76,0.0,,92.99,100.0,34200.0,Weekday,Wednesday,Medium_Load,5692
17/01/2018 09:45,64.69,13.46,0.0,0.03,97.9,100.0,35100.0,Weekday,Wednesday,Medium_Load,8029
,67.18,19.94,0.0,0.03,95.87,100.0,,Weekday,Wednesday,Medium_Load,8234
17/01/2018 10:15,60.88,17.06,0.0,0.03,96.29,100.0,36900.0,Weekday,,Maximum_Load,7944
17/01/2018 10:30,56.16,11.52,0.0,0.03,200.0,100.0,37800.0,Weekday,Wednesday,Maximum_Load,1559
,73.08,21.96,0.0,,95.77,100.0,38700.0,Weekday,Wednesday,Maximum_Load,2235
17/01/2018 11:00,76.97,,0.0,,92.15,100.0,39600.0,Weekday,Wednesday,Maximum_Load,3142
17/01/2018 11:15,61.56,35.42,0.0,0.03,,100.0,40500.0,Weekday,Wednesday,Maximum_Load,4473
,63.54,40.43,0.0,0.03,84.37,100.0,41400.0,Weekday,Wednesday,Maximum_Load,5068
17/01/2018 11:45,69.19,,0.0,0.03,83.93,100.0,42300.0,Weekday,Wednesday,Maximum_Load,3154
17/01/2018 12:00,66.92,44.21,0.0,0.03,83.44,100.0,43200.0,Weekday,Wednesday,Maximum_Load,6780
17/01/2018 12:15,20.34,,18.36,0.01,200.0,74.23,44100.0,Weekday,Wednesday,Medium_Load,5549
17/01/2018 12:30,8.06,0.0,25.78,0.0,100.0,29.84,,Weekday,,Medium_Load,3048
17/01/2018 12:45,7.96,0.0,25.34,0.0,100.0,29.97,45900.0,Weekday,Wednesday,Medium_Load,4893
17/01/2018 13:00,7.67,0.0,25.27,,200.0,29.04,,Weekday,Wednesday,Medium_Load,9665
17/01/2018 13:15,66.6,28.87,3.6,,91.75,99.85,47700.0,Weekday,Wednesday,Medium_Load,7447
17/01/2018 13:30,66.74,28.12,0.0,0.03,92.15,100.0,48600.0,Weekday,Wednesday,Medium_Load,574
,104.04,57.6,0.0,0.05,87.49,100.0,49500.0,Weekday,Wednesday,Medium_Load,8911
17/01/2018 14:00,,,0.0,0.04,91.54,100.0,50400.0,Weekday,Wednesday,,4801
17/01/2018 14:15,84.49,43.78,0.0,0.04,88.79,100.0,,Weekday,Wednesday,Medium_Load,3557
17/01/2018 14:30,63.25,22.9,0.0,0.03,94.03,100.0,,,Wednesday,Medium_Load,94
17/01/2018 14:45,52.42,18.25,0.0,0.02,94.44,,53100.0,Weekday,,Medium_Load,3963
17/01/2018 15:00,49.82,12.38,0.0,0.02,97.05,,54000.0,Weekday,,Medium_Load,6214
17/01/2018 15:15,,17.71,0.0,0.03,95.65,100.0,54900.0,Weekday,Wednesday,Medium_Load,4695
17/01/2018 15:30,63.83,20.27,0.0,0.03,95.31,100.0,55800.0,Weekday,Wednesday,Medium_Load,1623
17/01/2018 15:45,76.07,32.4,0.0,0.03,92.0,100.0,56700.0,Weekday,Wednesday,,2522
17/01/2018 16:00,61.24,20.16,0.0,0.03,94.99,100.0,57600.0,Weekday,Wednesday,Medium_Load,7198
17/01/2018 16:15,-1571.8,12.35,0.0,0.02,97.14,100.0,,Weekday,Wednesday,,911
17/01/2018 16:30,59.08,22.0,0.0,0.03,,100.0,59400.0,Weekday,Wednesday,,3036
,58.14,,0.0,0.03,94.75,100.0,60300.0,,Wednesday,Medium_Load,218
17/01/2018 17:00,,23.15,0.0,0.03,93.73,100.0,61200.0,Weekday,Wednesday,Medium_Load,6590
17/01/2018 17:15,51.73,13.82,,0.02,96.61,100.0,62100.0,Weekday,Wednesday,Maximum_Load,1855
,65.38,25.7,0.0,0.03,93.07,100.0,63000.0,Weekday,Wednesday,Maximum_Load,512
,43.16,8.39,1.15,0.02,,99.96,,Weekday,Wednesday,Maximum_Load,4634
17/01/2018 18:00,32.8,,9.07,,,96.38,64800.0,Weekday,Wednesday,,2091
17/01/2018 18:15,35.96,,0.86,,95.04,99.97,65700.0,Weekday,Wednesday,Maximum_Load,705
17/01/2018 18:30,,17.32,0.0,0.02,92.07,100.0,66600.0,Weekday,,Maximum_Load,6253
17/01/2018 18:45,38.92,,2.2,0.02,99.39,,67500.0,Weekday,Wednesday,,2299
17/01/2018 19:00,40.07,,1.55,0.02,99.98,99.93,68400.0,Weekday,Wednesday,Maximum_Load,1078
17/01/2018 19:15,38.09,0.54,2.12,0.02,99.99,99.85,69300.0,Weekday,Wednesday,Maximum_Load,1710
17/01/2018 19:30,,0.83,2.09,0.02,,,70200.0,Weekday,Wednesday,Maximum_Load,3419
17/01/2018 19:45,39.92,0.76,1.62,0.02,99.98,,71100.0,Weekday,Wednesday,Maximum_Load,8446
17/01/2018 20:00,38.12,0.5,,0.02,99.99,99.73,72000.0,Weekday,Wednesday,Maximum_Load,8966
17/01/2018 20:15,39.78,0.79,1.73,0.02,99.98,99.91,72900.0,Weekday,Wednesday,Medium_Load,5873
17/01/2018 20:30,38.92,0.68,,0.02,99.98,99.82,73800.0,Weekday,,Medium_Load,6693
17/01/2018 20:45,39.53,0.79,1.8,0.02,99.98,99.9,74700.0,Weekday,Wednesday,Medium_Load,5480
17/01/2018 21:00,38.09,0.61,2.38,0.02,99.99,99.81,75600.0,Weekday,Wednesday,Medium_Load,7692
17/01/2018 21:15,38.56,0.9,2.48,0.02,99.97,99.79,76500.0,Weekday,Wednesday,Medium_Load,5341
17/01/2018 21:30,39.82,1.26,1.44,0.02,,99.93,77400.0,Weekday,Wednesday,Medium_Load,7722
17/01/2018 21:45,40.25,1.22,0.86,0.02,99.95,99.98,78300.0,Weekday,Wednesday,Medium_Load,1774
17/01/2018 22:00,36.58,0.32,3.96,0.02,200.0,99.42,79200.0,Weekday,Wednesday,Medium_Load,5060
17/01/2018 22:15,40.46,,0.43,0.02,94.81,99.99,80100.0,Weekday,Wednesday,Maximum_Load,6209
17/01/2018 22:30,39.56,30.96,0.0,0.02,78.75,100.0,81000.0,Weekday,Wednesday,Maximum_Load,6498
17/01/2018 22:45,,25.74,,0.02,80.44,,81900.0,,,Maximum_Load,7047
17/01/2018 23:00,34.88,24.66,0.0,0.02,81.65,100.0,82800.0,Weekday,Wednesday,Maximum_Load,6876
17/01/2018 23:15,33.19,21.53,0.0,0.02,83.89,100.0,83700.0,Weekday,,Light_Load,4892
17/01/2018 23:30,37.69,27.29,,0.02,81.0,100.0,84600.0,Weekday,Wednesday,Light_Load,5272
17/01/2018 23:45,-1571.8,30.46,0.0,0.02,79.74,,85500.0,Weekday,Wednesday,Light_Load,9492
17/01/2018 00:00,36.9,27.29,0.0,,80.4,,0.0,Weekday,Wednesday,Light_Load,2205
18/01/2018 00:15,34.74,25.6,0.0,0.02,80.5,100.0,900.0,Weekday,Thursday,Light_Load,3857
18/01/2018 00:30,37.08,28.37,0.0,0.02,79.42,100.0,,Weekday,Thursday,Light_Load,3656
18/01/2018 00:45,35.14,26.14,0.0,0.02,200.0,100.0,,Weekday,Thursday,Light_Load,3229
18/01/2018 01:00,40.9,31.72,0.0,,79.02,100.0,3600.0,Weekday,Thursday,Light_Load,621
18/01/2018 01:15,38.45,29.95,0.0,,,100.0,4500.0,,Thursday,Light_Load,6164
18/01/2018 01:30,34.45,,0.0,0.02,79.26,100.0,5400.0,Weekday,Thursday,Light_Load,4397
18/01/2018 01:45,29.77,24.7,0.0,0.01,200.0,,6300.0,Weekday,Thursday,Light_Load,2608
18/01/2018 02:00,,24.37,,0.01,77.57,100.0,7200.0,Weekday,Thursday,Light_Load,4353
18/01/2018 02:15,34.74,28.87,0.0,0.02,76.91,100.0,8100.0,Weekday,Thursday,Light_Load,4295
18/01/2018 02:30,40.46,32.04,,0.02,,100.0,9000.0,Weekday,Thursday,Light_Load,6532
18/01/2018 02:45,36.79,28.62,0.0,0.02,78.93,100.0,9900.0,Weekday,Thursday,Light_Load,2505
18/01/2018 03:00,38.3,28.69,0.0,,80.04,100.0,10800.0,Weekday,Thursday,Light_Load,9537
18/01/2018 03:15,40.57,31.61,0.0,0.02,,100.0,11700.0,Weekday,Thursday,Light_Load,9746
18/01/2018 03:30,37.08,27.97,0.0,0.02,79.83,100.0,12600.0,Weekday,Thursday,Light_Load,4420
18/01/2018 03:45,35.28,26.24,,0.02,80.24,100.0,13500.0,Weekday,Thursday,Light_Load,3887
18/01/2018 04:00,37.22,28.01,,0.02,,,14400.0,,Thursday,Light_Load,2805
18/01/2018 04:15,40.5,30.92,0.0,0.02,79.48,100.0,15300.0,Weekday,Thursday,Light_Load,8639
,37.22,,,0.02,80.02,100.0,16200.0,Weekday,Thursday,,1575
,35.89,27.11,,,200.0,100.0,,Weekday,Thursday,Light_Load,3828
18/01/2018 05:00,-1571.8,29.92,,,78.94,100.0,18000.0,Weekday,Thursday,Light_Load,1936
18/01/2018 05:15,40.39,31.18,,0.02,,100.0,18900.0,Weekday,Thursday,Light_Load,4175
18/01/2018 05:30,36.58,27.43,0.0,0.02,80.01,100.0,19800.0,Weekday,,Light_Load,6958
18/01/2018 05:45,39.17,30.53,0.0,0.02,78.87,100.0,20700.0,Weekday,Thursday,Light_Load,1797
18/01/2018 06:00,40.39,31.21,0.0,0.02,79.13,100.0,21600.0,Weekday,Thursday,Light_Load,8293
18/01/2018 06:15,36.65,27.72,0.0,0.02,79.76,100.0,22500.0,,,Light_Load,8777
18/01/2018 06:30,-1571.8,31.39,0.0,0.02,,100.0,23400.0,Weekday,Thursday,Light_Load,2361
18/01/2018 06:45,37.91,28.94,0.0,0.02,79.49,100.0,24300.0,Weekday,,Light_Load,3158
18/01/2018 07:00,-1571.8,27.94,0.0,0.02,78.79,100.0,25200.0,Weekday,Thursday,Light_Load,2622
,33.16,24.98,0.0,0.02,,100.0,26100.0,,Thursday,,2540
18/01/2018 07:30,,29.74,0.0,0.02,80.32,,27000.0,Weekday,Thursday,,7747
18/01/2018 07:45,-1571.8,30.64,0.0,0.02,81.03,100.0,27900.0,Weekday,Thursday,Light_Load,3745
,36.61,,0.0,0.02,82.75,100.0,28800.0,Weekday,Thursday,Light_Load,9599
18/01/2018 08:15,53.39,,,0.02,79.62,100.0,,Weekday,Thursday,Light_Load,8712
18/01/2018 08:30,,51.84,,0.03,,100.0,30600.0,Weekday,Thursday,Light_Load,197
18/01/2018 08:45,73.22,58.82,0.0,0.03,77.96,100.0,31500.0,Weekday,Thursday,Light_Load,3819
18/01/2018 09:00,81.07,42.08,0.0,0.04,,100.0,32400.0,Weekday,Thursday,Light_Load,2867
18/01/2018 09:15,97.13,43.92,0.0,0.04,,100.0,33300.0,Weekday,,Medium_Load,75
18/01/2018 09:30,97.49,50.36,0.0,0.04,88.85,100.0,34200.0,Weekday,Thursday,Medium_Load,3440
18/01/2018 09:45,70.06,27.47,0.0,0.03,93.1,100.0,35100.0,Weekday,Thursday,Medium_Load,3586
18/01/2018 10:00,,,0.0,0.03,95.0,100.0,,Weekday,Thursday,Medium_Load,3947
18/01/2018 10:15,127.69,56.56,,0.06,91.43,100.0,36900.0,Weekday,Thursday,Maximum_Load,3716
18/01/2018 10:30,132.91,53.32,0.0,0.06,92.81,100.0,37800.0,Weekday,Thursday,Maximum_Load,4625
18/01/2018 10:45,,55.08,0.0,0.06,92.55,100.0,38700.0,Weekday,Thursday,Maximum_Load,1887
18/01/2018 11:00,135.4,62.21,0.0,0.06,90.87,100.0,39600.0,Weekday,,Maximum_Load,6662
18/01/2018 11:15,143.93,72.18,0.0,,89.39,,40500.0,Weekday,Thursday,,4458
18/01/2018 11:30,131.04,79.09,0.0,0.06,85.61,100.0,41400.0,Weekday,Thursday,Maximum_Load,5174
18/01/2018 11:45,142.85,75.17,0.0,0.07,88.5,100.0,42300.0,Weekday,Thursday,Maximum_Load,8478
18/01/2018 12:00,146.48,84.89,0.0,0.07,86.52,100.0,,,Thursday,Maximum_Load,7360
18/01/2018 12:15,25.63,9.54,18.43,0.01,93.72,81.19,44100.0,Weekday,Thursday,Medium_Load,3244
18/01/2018 12:30,7.81,0.0,26.06,0.0,100.0,28.71,,Weekday,Thursday,,717
18/01/2018 12:45,7.74,0.0,25.02,0.0,100.0,29.55,45900.0,Weekday,Thursday,Medium_Load,1742
18/01/2018 13:00,-1571.8,0.32,23.47,0.0,99.94,37.28,46800.0,Weekday,Thursday,Medium_Load,7399
18/01/2018 13:15,100.12,38.38,0.0,,93.37,,47700.0,Weekday,Thursday,Medium_Load,6969
18/01/2018 13:30,,55.55,0.0,0.06,91.09,100.0,48600.0,Weekday,Thursday,Medium_Load,7437
18/01/2018 13:45,-1571.8,29.77,,0.04,94.89,100.0,49500.0,Weekday,Thursday,Medium_Load,1008
18/01/2018 14:00,102.85,34.27,,0.05,94.87,100.0,50400.0,Weekday,Thursday,Medium_Load,5757
18/01/2018 14:15,93.31,32.08,0.0,0.04,94.57,100.0,51300.0,Weekday,Thursday,Medium_Load,9126
18/01/2018 14:30,122.11,43.92,0.0,0.06,94.1,100.0,52200.0,Weekday,,Medium_Load,5774
18/01/2018 14:45,110.48,42.05,0.0,0.05,,100.0,53100.0,Weekday,Thursday,Medium_Load,7575
18/01/2018 15:00,108.83,39.24,0.0,0.05,94.07,100.0,54000.0,Weekday,Thursday,Medium_Load,5083
18/01/2018 15:15,105.05,32.18,0.0,0.05,95.61,100.0,54900.0,Weekday,Thursday,Medium_Load,316
18/01/2018 15:30,96.16,28.55,0.0,0.04,95.86,100.0,55800.0,Weekday,Thursday,Medium_Load,9641
18/01/2018 15:45,-1571.8,45.72,0.0,0.05,93.15,100.0,56700.0,Weekday,Thursday,,7968
18/01/2018 16:00,131.11,,0.0,0.06,200.0,100.0,57600.0,Weekday,Thursday,Medium_Load,3704
18/01/2018 16:15,114.48,47.02,0.0,,92.5,100.0,58500.0,Weekday,Thursday,Medium_Load,9721
18/01/2018 16:30,142.56,,0.0,0.07,91.18,100.0,59400.0,Weekday,Thursday,Medium_Load,9874
,106.16,35.6,0.0,0.05,94.81,100.0,60300.0,Weekday,Thursday,Medium_Load,8929
18/01/2018 17:00,120.02,39.92,0.0,0.06,,100.0,61200.0,Weekday,Thursday,Medium_Load,8915
18/01/2018 17:15,110.23,41.18,0.0,0.05,93.68,100.0,,Weekday,Thursday,Maximum_Load,9757
18/01/2018 17:30,,64.87,,0.07,91.75,100.0,63000.0,Weekday,Thursday,Maximum_Load,3968
18/01/2018 17:45,58.1,8.14,1.8,0.03,99.03,99.95,63900.0,,Thursday,,4505
18/01/2018 18:00,36.97,0.25,6.84,0.02,100.0,98.33,64800.0,Weekday,Thursday,,8990
,85.57,44.53,0.61,0.04,88.71,100.0,65700.0,Weekday,Thursday,Maximum_Load,4735
18/01/2018 18:30,-1571.8,,0.0,0.06,87.66,100.0,66600.0,Weekday,Thursday,Maximum_Load,9063
18/01/2018 18:45,123.05,55.19,0.0,0.06,91.24,100.0,67500.0,Weekday,Thursday,Maximum_Load,9977
18/01/2018 19:00,135.94,54.72,0.0,0.06,,100.0,68400.0,Weekday,Thursday,Maximum_Load,4293
18/01/2018 19:15,105.59,44.42,,0.05,92.18,100.0,69300.0,Weekday,Thursday,Maximum_Load,5185
18/01/2018 19:30,133.2,56.88,0.0,0.06,91.97,100.0,70200.0,Weekday,Thursday,Maximum_Load,3321
18/01/2018 19:45,141.66,60.01,0.0,0.06,92.08,100.0,71100.0,Weekday,Thursday,Maximum_Load,3315
18/01/2018 20:00,114.66,47.41,0.0,0.05,92.41,100.0,72000.0,,,Maximum_Load,1223
18/01/2018 20:15,118.01,51.59,0.0,0.05,91.63,100.0,72900.0,Weekday,Thursday,Medium_Load,2454
18/01/2018 20:30,-1571.8,36.25,0.0,0.05,94.81,100.0,73800.0,Weekday,Thursday,Medium_Load,3094
18/01/2018 20:45,119.2,40.36,0.0,0.05,94.72,,74700.0,Weekday,,Medium_Load,6407
18/01/2018 21:00,72.43,15.73,0.32,0.03,,100.0,75600.0,Weekday,Thursday,Medium_Load,5755
18/01/2018 21:15,78.34,10.94,0.18,0.04,99.04,100.0,76500.0,Weekday,Thursday,Medium_Load,3062
18/01/2018 21:30,92.27,13.79,,0.04,,100.0,77400.0,Weekday,Thursday,,5663
18/01/2018 21:45,40.25,0.72,,,99.98,99.84,78300.0,Weekday,,Medium_Load,8948
18/01/2018 22:00,85.82,,0.0,0.04,98.99,100.0,79200.0,Weekday,Thursday,Medium_Load,938
18/01/2018 22:15,90.58,26.68,0.0,,95.93,100.0,80100.0,Weekday,Thursday,,1635
18/01/2018 22:30,55.98,,0.0,0.03,84.94,100.0,81000.0,Weekday,Thursday,Maximum_Load,3335
18/01/2018 22:45,-1571.8,44.71,,0.04,89.69,,81900.0,Weekday,Thursday,Maximum_Load,960
18/01/2018 23:00,81.04,,0.0,0.04,89.0,100.0,,Weekday,Thursday,Maximum_Load,1418
18/01/2018 23:15,47.16,30.56,0.0,0.02,,100.0,83700.0,Weekday,Thursday,,1914
18/01/2018 23:30,53.57,32.18,0.0,0.02,85.72,100.0,84600.0,,Thursday,Light_Load,5035
18/01/2018 23:45,89.42,43.34,0.0,0.04,89.99,100.0,,Weekday,Thursday,Light_Load,1992
18/01/2018 00:00,72.25,39.02,0.0,0.03,,,0.0,Weekday,Thursday,Light_Load,3518
19/01/2018 00:15,47.77,31.54,0.0,0.02,83.45,100.0,900.0,Weekday,Friday,Light_Load,8160
19/01/2018 00:30,-1571.8,39.24,,0.03,88.77,100.0,1800.0,Weekday,Friday,Light_Load,7568
19/01/2018 00:45,,44.28,0.0,0.04,89.99,100.0,2700.0,Weekday,Friday,Light_Load,1786
19/01/2018 01:00,53.93,,0.0,0.02,85.67,100.0,3600.0,,Friday,Light_Load,2104
19/01/2018 01:15,38.48,27.76,0.0,0.02,81.1,100.0,4500.0,Weekday,Friday,Light_Load,3547
19/01/2018 01:30,30.24,24.05,0.0,0.01,78.27,100.0,5400.0,Weekday,Friday,,6234
19/01/2018 01:45,30.35,23.98,0.0,0.01,78.46,100.0,6300.0,Weekday,Friday,Light_Load,7813
19/01/2018 02:00,30.67,24.37,0.0,0.01,78.29,100.0,7200.0,Weekday,Friday,Light_Load,1309
19/01/2018 02:15,-1571.8,42.59,0.0,0.04,88.8,100.0,,,Friday,Light_Load,6841
19/01/2018 02:30,81.11,42.01,0.0,0.04,88.8,100.0,9000.0,Weekday,Friday,Light_Load,8998
,57.96,34.09,0.0,0.03,86.2,100.0,9900.0,Weekday,,Light_Load,2871
19/01/2018 03:00,69.16,37.15,0.0,0.03,88.09,100.0,10800.0,Weekday,Friday,Light_Load,5671
19/01/2018 03:15,51.41,32.51,0.0,0.02,84.52,100.0,11700.0,Weekday,Friday,Light_Load,7479
19/01/2018 03:30,63.11,35.89,0.0,0.03,86.93,100.0,12600.0,Weekday,Friday,Light_Load,419
19/01/2018 03:45,-1571.8,28.91,0.0,0.02,81.84,100.0,13500.0,Weekday,Friday,Light_Load,6154
19/01/2018 04:00,,26.39,0.0,0.02,,100.0,14400.0,Weekday,Friday,Light_Load,717
19/01/2018 04:15,35.28,25.38,0.0,0.02,81.18,100.0,15300.0,Weekday,Friday,,9182
,50.22,32.33,0.0,0.02,84.08,100.0,16200.0,Weekday,Friday,Light_Load,4087
,37.01,29.45,0.0,0.02,78.25,100.0,17100.0,Weekday,,,6245
19/01/2018 05:00,37.33,28.3,0.0,0.02,,100.0,18000.0,Weekday,Friday,Light_Load,7663
,37.22,29.38,0.0,0.02,78.49,,18900.0,Weekday,,Light_Load,8213
19/01/2018 05:30,60.37,34.96,,0.03,86.54,100.0,19800.0,Weekday,Friday,Light_Load,8806
19/01/2018 05:45,81.14,40.57,0.0,0.04,89.44,100.0,20700.0,Weekday,Friday,Light_Load,2104
19/01/2018 06:00,,,0.0,0.03,200.0,100.0,21600.0,Weekday,Friday,Light_Load,3109
,70.16,38.41,0.0,0.03,,100.0,22500.0,Weekday,Friday,Light_Load,8202
,84.71,41.29,0.0,,89.89,100.0,23400.0,Weekday,Friday,Light_Load,9346
19/01/2018 06:45,67.86,35.89,0.0,0.03,88.4,,24300.0,Weekday,Friday,Light_Load,7180
,-1571.8,42.19,0.0,0.04,89.59,,,,Friday,Light_Load,5303
19/01/2018 07:15,78.7,40.43,0.0,0.04,88.95,,26100.0,Weekday,Friday,Light_Load,9044
19/01/2018 07:30,57.46,33.7,0.0,0.03,,,27000.0,Weekday,Friday,Light_Load,4980
19/01/2018 07:45,82.48,39.89,0.0,0.04,90.02,100.0,27900.0,Weekday,Friday,Light_Load,3861
19/01/2018 08:00,35.89,22.1,0.0,0.02,85.15,100.0,28800.0,Weekday,Friday,Light_Load,712
19/01/2018 08:15,55.01,41.11,0.0,0.03,80.1,100.0,29700.0,Weekday,Friday,Light_Load,1704
19/01/2018 08:30,-1571.8,49.97,,0.03,80.13,100.0,30600.0,Weekday,Friday,Light_Load,8975
19/01/2018 08:45,67.32,49.54,,0.03,,100.0,31500.0,,Friday,Light_Load,9774
19/01/2018 09:00,71.64,32.0,,0.03,200.0,100.0,32400.0,Weekday,Friday,Light_Load,9225
19/01/2018 09:15,66.02,21.2,0.0,,200.0,100.0,33300.0,Weekday,Friday,Medium_Load,4491
19/01/2018 09:30,66.35,21.67,0.0,0.03,95.06,,,Weekday,Friday,Medium_Load,5436
19/01/2018 09:45,89.1,32.98,0.0,,93.78,,35100.0,Weekday,Friday,Medium_Load,5288
19/01/2018 10:00,88.85,32.29,,0.04,93.99,,36000.0,,Friday,Medium_Load,2093
19/01/2018 10:15,93.64,33.34,0.0,0.04,94.21,100.0,36900.0,Weekday,Friday,Maximum_Load,6431
19/01/2018 10:30,,37.69,0.0,0.05,,100.0,37800.0,,Friday,Maximum_Load,82
19/01/2018 10:45,-1571.8,35.46,0.0,0.05,94.54,100.0,38700.0,Weekday,Friday,Maximum_Load,9129
19/01/2018 11:00,118.69,45.83,0.0,0.05,93.29,,39600.0,Weekday,Friday,Maximum_Load,9162
19/01/2018 11:15,116.75,60.8,0.0,0.05,88.69,100.0,40500.0,Weekday,Friday,Maximum_Load,5850
19/01/2018 11:30,119.2,60.34,0.0,0.05,89.22,100.0,41400.0,Weekday,Friday,Maximum_Load,4999
19/01/2018 11:45,111.1,57.2,0.0,0.05,88.91,100.0,42300.0,Weekday,Friday,Maximum_Load,7121
,112.28,57.82,0.0,0.05,88.9,,43200.0,Weekday,Friday,,9160
19/01/2018 12:15,9.0,0.43,20.59,0.0,99.89,,,Weekday,Friday,Medium_Load,5381
19/01/2018 12:30,7.81,0.0,25.96,0.0,100.0,28.81,45000.0,Weekday,Friday,Medium_Load,8780
19/01/2018 12:45,7.45,0.0,25.38,0.0,100.0,28.17,45900.0,Weekday,Friday,Medium_Load,8433
19/01/2018 13:00,7.99,0.0,25.42,0.0,100.0,29.99,46800.0,Weekday,Friday,Medium_Load,7608
19/01/2018 13:15,110.09,43.13,2.09,0.05,93.11,99.98,47700.0,Weekday,Friday,Medium_Load,7721
19/01/2018 13:30,,50.76,0.0,0.06,92.44,100.0,48600.0,Weekday,,Medium_Load,5719
19/01/2018 13:45,126.11,,0.0,0.06,93.43,100.0,49500.0,Weekday,Friday,Medium_Load,5204
19/01/2018 14:00,121.79,39.49,0.0,0.06,95.12,100.0,50400.0,Weekday,Friday,Medium_Load,192
19/01/2018 14:15,100.55,,0.0,0.05,94.73,100.0,51300.0,Weekday,Friday,Medium_Load,797
19/01/2018 14:30,120.85,44.35,0.0,0.06,93.88,100.0,52200.0,Weekday,Friday,Medium_Load,7691
,100.26,33.44,0.0,,94.86,100.0,53100.0,Weekday,Friday,Medium_Load,2943
